X,Y,Afbeelding,Inventarisatiecode,Titel,Kunstenaar_s_,Toponiem,Wijk_Kern,Objecttype,Jaar,Omschrijving,Coordinaten,Latitude,Longitude,FID
484723.623377595,6802256.55159737,,ab4,Porseleinen lantaarnpalen,,Sint Agathaplein,Binnenstad,Kunstwerk,2010,"Deze Delfts blauwe lantaarnpalen zijn het resultaat van een culturele uitwisseling tussen Delft en Jingdezhen, een Chinese keramiekstad. Wendy Steenks (verbonden aan De Koninklijke Porceleyne Fles) en Ling Yun beschilderden in 2009 de lantaarnpalen. De gemeente hoopt dat Delft zich met zulke initiatieven internationaal kan positioneren als keramiekstad.
Bron:
Persbericht &lsquo;De unieke porseleinen lantaarnpalen in Delft&rsquo; (www.gemeentedelft.info), 25 februari 2010
&nbsp;
De tegelvloer
Door Eline van Rijn (9 jaar)
Deelnemer Jonge Schrijversclub bij de VAK, centrum voor de kunsten, te Delft

Tweeduizend jaar geleden in de Romeinse tijd, leefden Roberto en Saar. Roberto was tien jaar en knabbelde meestal aan een gebraden kippetje en Saar was zestien en hield erg van paprika. Saar had lang blond haar dat meestal in de knoop zat en Roberto had kort stekeltjeshaar. Ze waren een tweeling. Vaak moesten Saar en Roberto schuilen in de kelder voor de oorlog, ze vonden dat niet leuk. Gelukkig had de kelder een heel mooie vloer met lichtblauwe bloemetjes, koetjes en een kanonskogel. De kelder rook altijd lekker, want op tafel stond een vaasje rozen, omdat Saar en Roberto geen moeder meer hadden. Die was een jaar geleden gedood door de hoofdleider van de tegenpartij. Hun vader werkte in het leger. De kelder was in het huis van oma en opa. Oma had grijs haar met een strik en opa had een speld op zijn toga.

Op een dag gingen Saar en Roberto heel zachtjes naar buiten, want ze hadden een plan. Ze gingen naar de buurman, wat eigenlijk niet mocht. Buurman was omroeper, hopelijk was hij nog niet vertrokken naar zijn werk. Ze hadden geluk, want buurman Hendrik was er nog.
&ldquo;Buurman&rdquo;, begon Saar.
&ldquo;Ja, wat is er?&rdquo;
&ldquo;Nou, wij willen dat de oorlog stopt.&rdquo;
&ldquo;Ja, maar hoe kan ik dan helpen?&rdquo;
&ldquo;U gaat ergens naar toe waar het leger komt en u roept heel hard: STOP MET OORLOGVOEREN!&rdquo;
En dat deed de buurman en een week later was er geen oorlog meer en Saar en Roberto werden heel erg vereerd.

En nu is de keldervloer teruggevonden en ze hebben de tegels gebruikt om de lantaarnpalen op te fleuren op de plaats waar het is gebeurd.

Dus als je zulke lantaarnpalen ziet, denk dan terug aan dit verhaal!

Eline van Rijn (9 jaar)
Deelnemer Jonge Schrijversclub bij de VAK, centrum voor de kunsten, te Delft",,52.0117846543959,4.35434639453888,93
483969.360140916,6799423.74227258,,25.4.63,Ringen,,"Duke Ellingtonstraat 2, op gevel sporthal De Buitenhof",Buitenhof,Kunstwerk,1970,"De &lsquo;Ringen&rsquo; sierden al de gevel van de voormalige Sporthal De Buitenhof, waar ze vanaf de opening hingen. Bij de nieuwe sporthal, die is opgeleverd in 2010, zijn de &lsquo;Ringen&rsquo; wederom aan de gevel bevestigd.
Bron:
WikiDelft (www.wikidelft.nl)
&nbsp;",,51.996118955934,4.3475707326013,94
485006.114068332,6802102.46154376,,11.50.80,Sarasani,,"Oude Delft 116, in tuin Meisjeshuis",Binnenstad,Kunstwerk,1994,"De VOC maakte van Delft, met haar Delfshaven, een handelsstad. De schepen namen onder andere koffie mee uit het oosten. Reden genoeg voor het Prinsenhof om een tentoonstelling over koffie in te richten; dit beeld werd naar aanleiding van de tentoonstelling aangekocht. Het stelt een circusmeisje voor dat jongleert, al liggend op een tafel, met een koffiekan die haar in grootte evenaart. De verschillende elementen gaan vloeiend in elkaar over in dit tweedimensionale werk, dat de indruk wekt van een schilderij. Gubbels is dan ook vooral kunstschilder; dit is een van de weinige beelden die hij heeft gecre&euml;erd.  Bron: A. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996.",,52.0109326631116,4.35688405158999,95
485878.539101841,6801630.72342827,,11.20.11,Sebastiaan,,"Zuidwal, hoek Ezelsveldlaan",Binnenstad,Kunstwerk,2007,"Sint-Sebastiaan, naar wie de Sint-Sebastiaansbrug is vernoemd, was in ongeveer 300 na Christus officier in het leger van de Romeinse keizer Diocletanus. Hij was een christen en werd daarom ter dood veroordeeld en met pijlen doorschoten, zoals hij ook is afgebeeld. Dit doodde hem echter niet, en hij ging na zijn genezing naar de keizer om hem te wijzen op zijn misdaden. Toen werd hij alsnog gedood. Het beeld &lsquo;Sebastiaan&rsquo; werd in 1963 aangekocht om te plaatsen bij de Sint-Sebastiaansburg. In zijn bescheidenheid van 1 meter 34 werd &lsquo;Sebastiaan&rsquo; op een hoge sokkel geplaatst bij de brug in 1966, maar vanwege verbouwing en herstructurering van het Zuidpoortgebied werd het daar weer weggehaald. Sinds 2007 staat het beeld op een lagere sokkel aan de Zuidwal.
Bronnen:
Archief Delft:
-	archief Openbare Werken
-	Secretarie-archief
A. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996
WikiDelft (www.wikidelft.nl)
&nbsp;",,52.0083242384006,4.36472117900848,96
485889.885223227,6801917.36228435,,11.25.14,Seinpaal,,"Kruisstraat, voor bibliotheek",Binnenstad,Kunstwerk,1983,In 1997 een 100 meter verplaatst naar de ingang kunstuitleen. Het kunstwerk is speciaal gemaakt om de voorbijgangers er op te attenderen dat er een bibliotheek is.,,52.009909194971,4.36482310295105,97
484631.685218078,6799099.44280712,,24.14.58,Speelobjecten -niet meer aanwezig-,,Menno ter Braaklaan,Voorhof,Kunstwerk,1979,"Vervangen door andere industri&euml;le speel objecten.",,51.9943252,4.3535205,98
482733.274820763,6801977.07871271,,14.3.48,Speelplastiek paarden,,"Van Blommesteinstraat, ter hoogte van no. 8",Hof van Delft & Voordijkshoorn,Kunstwerk,1965,"De paarden dienden vroeger als speelobject. Tegenwoordig staan er echter struiken omheen; deze beelden zijn nu dus vooral bedoeld om naar te kijken.


De twee paarden
Door Alina Kiruta (9 jaar)
Deelnemer Jonge Schrijversclub bij de VAK, centrum voor de kunsten, te Delft

Er waren eens twee mensen, een man Hendrik en een vrouw Maria en die waren heel rijk. Ze hadden een koets met twee paarden. Op een dag toen het zonnetje scheen, gingen ze een ritje maken met de koets. Maar de paarden waren al heel snel moe. Na tweehonderd paardenstappen konden ze al niet meer verder. De man Hendrik tikte hen met zijn zweep. Maar de paarden zetten geen stap! De volgende dag gingen ze naar het kruidenvrouwtje.

&ldquo;Mevrouw,&rdquo; zei mevrouw Maria, &ldquo;heeft u misschien iets voor onze paarden?&rdquo;
&ldquo;Wat is er dan met ze?&rdquo;, vroeg het kruidenvrouwtje.
&ldquo;Ze worden heel snel moe en ze kunnen weinig.&rdquo;
&ldquo;Oh, dan moet je naar de boer gaan. Die heeft zelf ook paarden en die weet er heel veel van.&rdquo;
Maria en Hendrik gingen met hun paarden naar de boer. Toen ze er kwamen, lag de boer te slapen. Ze maakten hem wakker en vertelden over hun paarden. Toen ze waren uitgesproken, zei de boer: &ldquo;Laat de paarden maar bij mij, morgen kom ik jullie meer vertellen.&rdquo;

De volgende dag klopte er iemand op de deur van Maria en Hendrik. Het was de boer, die met een heel triest gezicht vertelde: &ldquo;Jullie paarden zijn vannacht doodgegaan.&rdquo; Maria en Hendrik schrokken zich een hoedje. &ldquo;Dat was dus de oorzaak van dat rare gedoe, daarom waren ze zo moe, ze waren ziek.&rdquo;

En dit is waarom op deze plek twee paardenbeelden staan.",,52.0102393871908,4.33646678924561,99
482308.95951488,6802618.34307539,,14.2.47,Speelplastiek-niet meer aanwezig-,,Hoogenhouckstraat,Hof van Delft & Voordijkshoorn,Kunstwerk,1965,Niet meer aanwezig,,52.013785,4.3326551,100
482837.237290388,6802221.12936221,,14.1.46,Speelplastiek-niet meer aanwezig-,,Van der Goesstraat,Hof van Delft & Voordijkshoorn,Kunstwerk,1965,,,52.0115888,4.3374007,101
484115.185044695,6800778.82983148,,13.2.37,Speelplastiek-niet meer aanwezig-,,Schrobbelaarstraat,Hof van Delft & Voordijkshoorn,Kunstwerk,1964,Niet meer aanwezig,,52.0036134,4.3488807,102
484684.666863721,6800001.82093184,,24.8.57,Spelende kinderen,,"Papsouwselaan, winkelcentrum Poptahof-Zuid",Voorhof,Kunstwerk,1969,"Dit kunstwerk werd door woningbouwvereniging Volkshuisvesting aangeboden aan de gemeente Delft ter gelegenheid van haar vijftigjarig bestaan. Het stellen twee haasje-over spelende kinderen voor. Volkshuisvesting maakte zich destijds hard voor speelruimte in deze jonge wijk.
Henk Tieman maakte ook De Waterdragers, Herdenkingsmonument kartuizerklooster en Zeeleeuw.
Bron:
Archief Delft, Secretarie-archief
Archief Theo Tieman
Commissie voor de Stadsverfraaiing van de Culturele Gemeenschap Delft, 18 Delftse Beelden, Delft 1982
P. van der Krogt, Straatnamen van Delft, Delft 2000
&nbsp;",,51.9993162298665,4.35399644222059,103
485289.237712267,6802676.35799756,,11.55.85,Stalen Huis,,"Schutterstraat, zijgevel van filmhuis",Binnenstad,Kunstwerk,1996,"De nieuwbouw van filmhuis Lumen ging gepaard met de komst van nieuwe kunstwerken. Behalve Filmdraagster van Marianne Neve rees er het &lsquo;Stalen Huis&rsquo; van Frans de Wit. Dit werk is bevestigd aan de gevel van het filmhuis, als de stalen wandbekleding van een filmdoos. &lsquo;De film begint&rsquo;, staat erop geschreven.Bron:Gemeentelijk archief.",,52.0141057562685,4.35942739455641,104
484560.087863938,6802575.89213842,,11.13.06,Stalpaert van der Wiele,,Bagijnhof,Binnenstad,Kunstwerk,1962,"Johannes Stalpaert (of Stalpart) van der Wiele (1579-1630) heeft veel betekend voor de katholieken in Delft vanaf het moment dat hij pastoor werd in 1612. Katholieken werden in die tijd namelijk sterk benadeeld. Hij richtte onder meer een schuilkerk voor hen in aan het Bagijnhof. Naast zijn pastorale werk was hij rector van het Bagijnhof en het Sint-Agathaklooster. Ook schreef hij geestelijke liederen en lofzangen voor heiligen; hij behoort tot de meest vooraanstaande dichters van de Contrareformatie. Na zijn dood werd hij begraven in de Oude Kerk in Delft. Het beeld om Stalpaert van der Wiele te gedenken is geplaatst bij de kerk waar Van der Wiele predikte. Tegenwoordig is dit de Oud-Katholieke Parochie HH Maria en Ursula. 

Arie Teeuwisse maakte ook &lsquo;Geertruyt van Oosten&rsquo;. 

Bronnen:
Archief Delft, Secretarie-archief.	
A. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996.
&nbsp;",,52.0135502933392,4.35287733002474,105
484218.411608508,6800239.90972498,,24.22.90,Stoelen,,"Westlandseweg, bij Shell tankstation",Voorhof,Kunstwerk,1993,"De &lsquo;Stoelen&rsquo; van Jan Neggers zijn geplaatst om de buurt te verfraaien en dienen als ontmoetingsplek voor jongeren. Het zijn elf objecten die verspreid over het veld staan. Opvallend is dat de keien vanaf de rand steeds verder de grond uit lijken te komen. Naar het midden van het veld toe resulteert dit in drie grote stoelen. Voorheen stonden ze tussen Poptahof-Noord en Poptahof-Zuid, maar vanwege herstructurering zijn ze verplaatst naar de huidige locatie.
Bron:
A. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996
&nbsp;",,52.000633,4.349808,106
484589.261413812,6802028.43484107,,13.14.42,Strandhuisjes,,"Paxlaan, Blekerhof, Melkhof",Hof van Delft & Voordijkshoorn,Kunstwerk,1987,"Oorspronkelijk maakte Johannes Visser voor de Olofsbuurt drie strandhuisjes van beton. Zo kwamen er in 1987 drie scheefgezakte huisjes te staan op de Paxlaan, Blekerhof en Melkhof. In overleg met de bewoners is na een paar jaar besloten de huisjes allemaal als het ware onder de grond te laten zakken. In de bestrating is namelijk een patroon van de huisjes opgenomen. Zo vertonen de huisjes de onderlinge samenhang die er bij het oorspronkelijke kunstwerk ook was.
Bronnen: Gemeentelijk archief A. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996 &nbsp;",,52.010523350551,4.35313940048218,107
486038.476689004,6803917.492351,,,Streetart Tweemolentjeskade en Korftlaan,,,,Streetart,2022,,,52.0209672611076,4.36615792279902,108
485799.58745208,6800430.0686522,,DEL-001,Terra Tegelmannen,,"Lausbergstraat, hoek Proosdijpad",Schieweg,Kunstwerk,2013,,,52.0016846621491,4.36401194427162,109
485639.374806308,6801655.50574604,,11.52.81,Theater de Veste,,"Vesteplein 1, Theater de Veste",Binnenstad,Kunstwerk,,,,52.008461273321,4.36257272958755,110
484475.98681379,6802383.89688081,,,Treinviaduct,,Spoorsingel,Binnenstad,Overig,,,,52.0124887568508,4.35212183743715,111
487286.055317999,6803812.76172011,,16.1.37,Van hier naar daar,,Delftse Hout,Delftse Hout,Kunstwerk,2009,"De witte brug over het water naar de Grote Plas in de Delftse Hout vroeg om verfraaiing. De Delftse kunstenares Cher Mattijssen maakte silhouetten van een wandelende jongen en hond, een steppend kind en een ouder echtpaar aan weerszijden van de brug. Het echtpaar staat stil en kijkt naar de omgeving. De figuren samen symboliseren, aldus Mattijssen, het gebruik van het gebied, namelijk ontspannen, wandelen en genieten van de natuur. &ldquo;Tevens versterken zij de scheiding tussen het bos- en watergebied, ze staan op een toegangspoort richting natuur of stad.&rdquo;
Bron: 
Gemeentelijk archief
&nbsp;",,52.0203883074511,4.37736511230469,112
484974.631637955,6801720.09893707,,11.33.20,Verkeersplastiek,,"Westvest 11, in hal van nieuwbouw woningen",Binnenstad,Kunstwerk,1970,Het keramiek is na de afbraak van het gebouw in delen gezaagd en samen met de achterliggende baksteen herplaatst.,,52.0088184422509,4.3566012401061,113
485812.638757418,6803323.47835091,,12.3.30,Veulentje,,Elzenlaan,Vrijenban,Kunstwerk,1960,"Gradus van Eden kwam zelf met het idee voor het beeld &lsquo;Veulentje&rsquo;. Het werd onthuld door kinderen van kleuterschool Bernadette.
Gradus van Eden maakte ook het Gedenkteken voor 'Hen die vielen'.
Het beeld staat momenteel in de opslag. Zodra de bouwwerkzaamheden het toelaten, wordt het weer teruggeplaatst.
Bron: Archief Delft, dossier Commissie voor de Stadsverfraaiing &nbsp;",,52.0176834369569,4.36412918614224,114
485476.22166693,6801222.19464875,,11.49.79,Vier windstreken,,"Zuidwal, hoek Ezelsveldlaan",Binnenstad,Kunstwerk,1998,"Een uit vier objecten bestaand kunstwerk. Noord, oost, zuid en west. Staande bij de poorten van Delft. Met toestemming van cultuur geplaatst.",,52.0060652,4.3611071,115
485129.02401113,6803408.30780215,,11.47.77,Vierendeel (1),,Nieuwe Plantage,Binnenstad,Kunstwerk,1997,"De Delftse beeldhouwer Hans la Hey kwam op een bijzondere wijze op het idee voor deze beelden. Hij hoorde het bericht dat Willem van Oranje niet vermoord zou zijn door Balthasar Gerards, die daarvoor is ge&euml;xecuteerd door middel van vierendelen met trekpaarden. Van Oranje zou namelijk een natuurlijke dood zijn gestorven. Reden genoeg voor La Hey om vier beelden te ontwerpen als eerbetoon aan Gerards; ze zijn zo geplaatst dat de Markt het middelpunt vormt. De beelden geven de vier dimensies van ruimte weer, namelijk lengte, breedte, hoogte en diepte. Behalve deze creatie aan de Nieuwe Plantage staan er werken bij de Oostpoort (link toevoegen) en de Schoolstraat (link toevoegen). De creatie die stond aan de Zuidwal is verdwenen.
Hans la Hey maakte ook Plaquette dichtregel Hubert Korneliszoon Poot, Plastiek en Wankel evenwicht.
Bron: 
Gemeentelijk archief
&nbsp;",,52.0181524053063,4.35798817039184,116
486312.359684076,6802100.80805988,,11.46.76,Vierendeel (2),,Oostpoort,Binnenstad,Kunstwerk,1997,"De Delftse beeldhouwer Hans la Hey kwam op een bijzondere wijze op het idee voor deze beelden. Hij hoorde het bericht dat Willem van Oranje niet vermoord zou zijn door Balthasar Gerards, die daarvoor is ge&euml;xecuteerd door middel van vierendelen met trekpaarden. Van Oranje zou namelijk een natuurlijke dood zijn gestorven. Reden genoeg voor La Hey om vier beelden te ontwerpen als eerbetoon aan Gerards; ze zijn zo geplaatst dat de Markt het middelpunt vormt. De beelden geven de vier dimensies van ruimte weer, namelijk lengte, breedte, hoogte en diepte. Behalve deze creatie bij de Oostpoort staan er werken aan de
Nieuwe Plantage en de Schoolstraat. De creatie die stond aan de Zuidwal is verdwenen.Hans la Hey maakte ook Plaquette dichtregel Hubert Korneliszoon Poot, Plastiek en Wankel evenwicht.
 Bron:  Gemeentelijk archief.",,52.0109235206175,4.36861825560436,117
484638.650755965,6802322.46555979,,11.48.78,Vierendeel (3),,"Schoolstraat, hoek Phoenixstraat",Binnenstad,Kunstwerk,1997,"De Delftse beeldhouwer Hans la Hey kwam op een bijzondere wijze op het idee voor deze beelden. Hij hoorde het bericht dat Willem van Oranje niet vermoord zou zijn door Balthasar Gerards, die daarvoor is ge&euml;xecuteerd door middel van vierendelen met trekpaarden. Van Oranje zou namelijk een natuurlijke dood zijn gestorven. Reden genoeg voor La Hey om vier beelden te ontwerpen als eerbetoon aan Gerards; ze zijn zo geplaatst dat de Markt het middelpunt vormt. De beelden geven de vier dimensies van ruimte weer, namelijk lengte, breedte, hoogte en diepte. Behalve deze creatie aan de Schoolstraat staan er werken bij de Nieuwe Plantage en de Oostpoort. De creatie die stond aan de Zuidwal is verdwenen.
Hans la Hey maakte ook Plaquette dichtregel Hubert Korneliszoon Poot (link toevoegen), Plastiek en Wankel evenwicht.
Bron: 
Gemeentelijk archief
&nbsp;",,52.0121490994515,4.35358307249146,118
485205.534954362,6801271.23052962,,11.42.28,Vliegmachine-VAK -niet meer aanwezig-,,"Westvest, aan plafond hal VAK",Binnenstad,Kunstwerk,1989,"Niet meer aanwezig. Weggehaald na 5 jaar omdat, door het krimpen van de houten latten, er gevaar dreigde voor het publiek",,52.0063363593496,4.35867547988892,119
484806.629212998,6802045.15544102,,11.36.22,Vlinder Stadswinkel,,in opslag,Binnenstad,Kunstwerk,1986,"Vanwege de nieuwbouw van de Stadswinkel schreef de gemeente een vrije kunstopdracht uit voor de hal van dit pand. Er is gekozen voor het werk van Jan van Goethem omdat het goed past binnen de architectuur van de Stadswinkel.
Bron:  Gemeentelijk archief &nbsp;",,52.0106158033493,4.35509204864502,120
484957.250200852,6799153.19182504,,24.6.55,Vogel,,"Voorhofdreef, Bosboom-Toussaintplein",Voorhof,Kunstwerk,1969,"Door de Commissie voor de Stadsverfraaiing, die zich hard maakte voor meer kunstwerken in de stad, werd het initiatief genomen tot het cre&euml;ren van een beeldenroute rond de jaren zeventig van de vorige eeuw. De beelden werden in eerste instantie gehuurd, zodat bewoners kennis konden maken met de werken en de geschiktheid van de beelden op de verschillende locaties kon worden bepaald. &lsquo;Vogel&rsquo; maakte onderdeel uit van de route en is blijven staan.
Andere beelden uit deze route zijn De Gokkers en Het Fabelmens van Jan van Halderen, Japanse dans van Toon Slegers, en Waternimf, ook van Pieters.
Bronnen:
Archief Delft, Secretarie-archief
Commissie voor de Stadsverfraaiing van de Culturele Gemeenschap Delft, 18 Delftse Beelden, Delft 1982",,51.9946225,4.3564451,121
482556.514192853,6798218.5267125,,25.16.68,Wandschildering -niet meer aanwezig-,,"Van Rijslaan, A.M. de Jongschool",Buitenhof,Kunstwerk,1980,"Verdwenen, is overgeschilderd.",,51.9894523393295,4.33487892150879,122
483563.601914848,6799058.48591555,,25.25.88,Wankel evenwicht,,"Buitenhofdreef, ter hoogte van Schubertlaan",Buitenhof,Kunstwerk,1980,"Om de buurt te verlevendigen maakte de Delftse kunstenaar Hans la Hey dit kunstwerk. Het is zijn persoonlijke impressie van de stad Delft. Hij liet zich inspireren door de gotische architectuur en het licht van de oude binnenstad. In de tijd dat La Hey dit werk maakte, werkte hij geometrisch; tegenwoordig gebruikt hij meer organische vormen.
Hans la Hey maakte ook Plastiek, Plaquette dichtregel Hubert Korneliszoon Poot en de werken &lsquo;Vierendeel&rsquo; bij de Nieuwe Plantage, de Oostpoort en de Schoolstraat.
&nbsp;",,51.9940986553008,4.34392574443996,123
484763.633384588,6799148.61008401,,24.2.52,Waternimf,,Menno ter Braaklaan,Voorhof,Kunstwerk,1969,"Door de Commissie voor de Stadsverfraaiing, die zich hard maakte voor meer kunstwerken in de stad, werd het initiatief genomen tot het cre&euml;ren van een beeldenroute rond de jaren zeventig van de vorige eeuw. De beelden werden in eerste instantie gehuurd, zodat bewoners kennis konden maken met de werken en de geschiktheid van beelden op de verschillende locaties kon worden bepaald. &lsquo;Waternimf&rsquo; maakte deel uit van de route en is blijven staan. Het toont een abstracte vrouwfiguur; terugtrekkend water en de sporen die het op het strand achterlaat gebruikte Pieters als inspiratiebron.
Andere beelden uit deze route zijn De Gokkers en Het Fabelmens van Jan van Halderen, Japanse dans van Toon Slegers en Vogel, ook van Pieters.
Bronnen:
Archief Delft, Secretarie-archief
Commissie voor de Stadsverfraaiing van de Culturele Gemeenschap Delft, 18 Delftse Beelden, Delft 1982
A. Haase, L. ten Duis, Oude en nieuwe beelden in Delft, Delft 1996",,51.9945971572584,4.35470581054688,124
484734.969498981,6802336.57161135,,11.59.94,Willem de Zwijger,,Sint Agathaplein,Binnenstad,Monument,2003,"De &lsquo;vader des vaderlands&rsquo; Prins Willem de Eerste (1533-1584), ook bekend als Prins Willem van Oranje en Willem de Zwijger, bracht een groot deel van zijn leven door in Delft. Er was echter nog geen kunstwerk van deze voorvader van het Nederlandse koningshuis te vinden in Delft. Daarom gaf de Prins Willem de Eerste Herinneringsstichting Auke Hettema opdracht tot dit beeld. Hij had zich al in Willem van Oranje verdiept voor het cre&euml;ren van andere werken. De prins is weergegeven aan het einde van zijn leven. Hij bleef echter geloven in de strijd voor vrijheid en verdraagzaamheid. Dit wordt uitgedragen door de standvastige houding van het beeld, maar ook door de inscriptie, een regel uit het Wilhelmus: &ldquo;Standvastlich is ghebleven / mijn hert in tegenspoet&rdquo;. Hij staat op een lage sokkel zodat de toeschouwer contact heeft met het beeld. &lsquo;Willem de Zwijger&rsquo; werd onthuld op 18 juni 2003 door Koningin Beatrix.
Bronnen: E. van Heuven-van Nes et al. (red.), Monumenten voor Nassau en Oranje, Rotterdam 2004 W. Weve, &lsquo;De Le Comteprijs 2003&rsquo;, in : Delfia Batavorum: historisch jaarboek voor Delft 2004, Delft 2005",,52.0122270928711,4.35444831848145,125
484629.868585088,6804452.92183201,,12.12.87,"Witte zwanen, zwarte zwanen",,"Brasserskade, op het schoolplein",Vrijenban,Kunstwerk,1991,"Op het plein tussen de nieuw te bouwen school en buurthuis aan de Brasserskade wilde de gemeente graag een kunstwerk plaatsen dat zou werken als een verbindend element. De opdracht hiervoor werd verstrekt aan Bas Maters, die de verbinding tussen de gebouwen met zijn &lsquo;Witte zwanen, zwarte zwanen&rsquo; wist te realiseren.
Bas Maters maakte ook Kom met hoorn.
Bron:
Gemeentelijk archief
&nbsp;",,52.023927012149,4.3535041809082,126
482551.736878585,6798208.97208395,,25.63.95,Zeehond,,"Van Rijslaan, voor Titus Brandsmaschool",Buitenhof,Kunstwerk,1973,"Dit beeld stond bij basisschool De Windhoek in Poptahof-Noord, voordat het werd geplaatst bij de A.M. de Jongschool (beide scholen bestaan niet meer) op de Van Rijslaan. De &lsquo;Zeeleeuw&rsquo; heeft een &lsquo;broertje&rsquo; in de tuin van De Koninklijke Porceleyne Fles, waar Tieman werkzaam was. Het kunstwerk is vermoedelijk in 1973 geplaatst.
Henk Tieman maakte ook De Waterdragers, Herdenkingsmonument kartuizerklooster en Spelende kinderen.
Bron: 
Archief Theo Tieman
WikiDelft (www.wikidelft.nl)",,51.9893994841997,4.33483600616455,127
484430.415714407,6803238.28967941,,11.38.24,Zitbank Adrien Huet,,"Kalverbos, in plantsoen",Binnenstad,Kunstwerk,1901,"Adrien Huet (1836-1899) was hoogleraar Werktuigbouwkunde aan de Polytechnische school, tegenwoordig de TU. Als student was hij zeer uitzonderlijk: binnen twee jaar na aanvang van zijn studie was hij al civiel ingenieur. Oud-leerlingen en vrienden van Huet besloten dat, ter nagedachtenis aan hem, deze bank met medaillon-portret van Huet er moest komen. Arend Od&eacute; maakte het portret, Adolf le Comte was verantwoordelijk voor het ontwerp van de bank.
Bronnen:
A.P.A. van Daalen, &lsquo;Straatmeubilair&rsquo;, in: De stad Delft, Cultuur en Maatschappij van 1813 tot 1914, Delft 1992
Geneologische Vereniging Prometheus, Genealogische en historische encyclopedie van Delft, Delft 1988
&nbsp;",,52.0172124777585,4.35171246528625,128
483721.143750566,6802074.13780938,,13.19.92,Zonder titel,,"Colijnlaan, gevel Sportfondsenbad",Hof van Delft & Voordijkshoorn,Kunstwerk,,,,52.0107760543868,4.3453409668291,129
485680.87772401,6801844.50824177,,11.18.10,Zonnewijzer,,"Gasthuislaan, hoek Paradijspoort",Binnenstad,Kunstwerk,1977,"Een zonnewijzer kan door middel van de zon de tijd aanwijzen. Een lange tijd in de geschiedenis was de zonnewijzer voor de &lsquo;gewone burger&rsquo; het enige middel om te weten te komen hoe laat het is. Pas vanaf ongeveer 1950 kon iedereen zich een nauwkeurige klok veroorloven. Ter gelegenheid van het zesde lustrum van de Delftse Studentenvereniging Sint Jansbrug bood de vereniging deze zonnewijzer aan aan de gemeente Delft. De vereniging bevond zich destijds in zwaar weer; de zonnewijzer stond symbool voor het eeuwig voortbestaan.
Bronnen:
Archief Delft, archief Openbare Werken
Archief Studentenvereniging Sint Jansbrug
H.W. van der Wyck, Het ABC van de zonnewijzer, Den Haag 1994",,52.0095063571635,4.36294555664063,130
485495.468806888,6802834.66472645,,,Zonnige dag,,"Raam, op schoolplein Openbare Montessorischool Jan Vermeer",Binnenstad,Kunstwerk,2004,"Ter gelegenheid van de verhuizing van de Openbare Montessorischool Jan Vermeer van de Voldergracht naar Raam cre&euml;erde Hans Kuyper dit beeld. Dankzij deze zon is het op het schoolplein altijd een &lsquo;zonnige dag&rsquo;, ook al is het regenachtig. De hand, die te herkennen is in de vorm van de zon, is het symbool van de school. De handjes op het beeld zijn gemaakt door leerlingen.

Hans Kuyper maakte ook Huisje, boompje, beestje en Marc groet &rsquo;s morgens de dingen.

Bron:
Foto: archief Hans Kuyper.",,52.014981,4.36128,131
486876.60972916,6798493.33117723,,ab3,Zwarte gaten,,"Rotterdamseweg, middelpunt",Wippolder,Kunstwerk,2004,"De &lsquo;verkeersborden&rsquo; zijn gemaakt in het kader van het Kunst in de Wijken-project &lsquo;Groothoekvizier&rsquo;, dat in het teken stond van een reis van het verleden naar het heden op de Rotterdamseweg. De borden staan voor het verleden. Ze tonen aan de ene kant zwarte vlakken; deze &lsquo;zwarte gaten&rsquo; zijn een metafoor voor het reizen door tijd en ruimte. Aan de andere kant is een houtskooltekening te zien, die is gemaakt naar aanleiding van een anekdote uit de historie van de locatie. Meer informatie daarover is te vinden op collectie.delft.nl. Het werk dat het &lsquo;heden&rsquo; laat zien is overigens te bezichtigen in de hal van het Archief Delft (Oude Delft 169): een schotel met hedendaagse foto&rsquo;s die &lsquo;inzoomt&rsquo; op de Rotterdamseweg.
Bronnen: VAK Delft (www.vak-delft.nl) Wandschappen (http://www.wandschappen.nl/kunst/)  &nbsp;",,51.9909725,4.373687,132
